Name,Ticker,Sector,Sub-Sector,Market Cap,PE Ratio,Free Cash Flow,5Y Avg Cash Flow Margin,Total Equity,Total Debt,Operating Cash Flow,Capital Expenditure,Earnings Per Share,Return on Equity,ROCE,Dividend Yield,Debt to Equity,Close Price
Dynamic Archistructures Ltd,DAL,Financials,Diversified Financials,24.98988,5.217093946,1.88,19.40232952,31.15,0,1.88,0,9.560878244,16.65797253,17.15374841,,0,49.88
Sharma East India Hospitals and Medical Research Ltd,SHARMEH,Health Care,Hospitals & Diagnostic Centres,24.95688,37.81345455,-2.68,6.705817534,11.23,5.04,-1.13,1.55,1.587502029,6.055045872,15.39068666,,0.448797863,77.52
Mish Designs Ltd,MISHDESIGN,Consumer Discretionary,Apparel & Accessories,24.929256,31.16157,-6.28,-17.220199,11.44,1.85,-6.25,0.03,3.333333333,11.74743025,12.58389262,,0.161713287,74.41
Bothra Metals and Alloys Ltd,BMAL,Materials,Metals - Aluminium,24.9048808,92.24029926,9.05,19.33716456,17.2,13.98,9.06,0.01,0.145814791,1.582649472,7.363687465,,0.812790698,12.78
Shree Bhavya Fabrics Ltd,SBFL,Consumer Discretionary,Textiles,24.8805,12.89145078,7.92,5.419153509,33,57.6,8.91,0.99,2.031578947,6.024660528,18.73734585,,1.745454545,26.19
Shree Securities Ltd,SHREESEC,Financials,Diversified Financials,24.738,-0.416745283,0.23,-26.03018677,8.71,0,0.23,0,-0.135403046,-363.2802938,-681.5154994,,0,0.3
Neopolitan Pizza and Foods Ltd,NPFL,Consumer Discretionary,Restaurants & Cafes,24.701,11.81866029,3.27,0,15.91,0.59,3.29,0.02,1.9,,17.06586826,,0.037083595,14.5
Shubham Polyspin Ltd,SHUBHAM,Consumer Discretionary,Textiles,24.692514,28.71222558,4.12,7.867105041,15.33,9,5.03,0.91,0.709453885,5.771812081,10.6741573,,0.587084149,18.7
Sai Swami Metals and Alloys Ltd,SAI,Consumer Discretionary,"Precious Metals, Jewellery & Watches",24.6840583,11.53460668,-1.83,0,7.11,5.47,-1.81,0.02,10.37072934,57.29585007,41.9395466,,0.769338959,38
Easun Capital Markets Ltd,EASUN,Financials,Specialized Finance,24.5772823,34.13511431,-0.51,171.9486328,21.06,0,-0.51,0,1.376881284,3.476581362,3.2304038,,0,47
Veritaas Advertising Ltd,VERITAAS,Communication Services,Advertising,24.5601,14.44711765,-0.18,0,3.66,2.17,2.29,2.47,8.566389519,74.88986784,56.17021277,,0.592896175,86
Adeshwar Meditex Ltd,ADESHWAR,Health Care,Health Care Equipment & Supplies,24.5334242,12.32835387,3.41,2.20528989,34.91,13.89,3.84,0.43,1.37893511,5.868475376,12.94409254,,0.397880264,18.2
LWS Knitwear Ltd,LWSKNIT,Consumer Discretionary,Textiles,24.50833368,17.63189473,-5.63,-3.220339068,12.19,19.48,-5.63,0,1.520497818,2.724283701,11.94944466,,1.598031173,17.58
CIL Securities Ltd,CILSEC,Financials,Investment Banking & Brokerage,24.455,8.491319444,-4.53,-39.97590864,29.32,0,-3.75,0.78,5.76,10.33183857,12.89023162,,0,48
Sanghvi Forging and Engineering Ltd,SANGHVIFOR,Materials,Iron & Steel,24.42331788,-4.582236,-58.76,11.57814131,-28.06,144.71,-58.09,0.67,-3.579038705,,37.0273794,,,16.4
Prima Industries Ltd,PRIMAIN,Consumer Staples,FMCG - Foods,24.3357345,54.07941,0.53,4.360985073,19.61,2.71,0.53,0,0.351342911,2.140309156,5.443634805,,0.138194799,21.43
Mudunuru Ltd,MUDUNURU,Information Technology,IT Services & Consulting,24.3048,-7.691392405,-7.8,-21.15080991,2.1,3.13,-5.47,2.33,-1.055259181,-429.9319728,-72.08737864,,1.49047619,7.41
Easy Fincorp Ltd,EASYFIN,Financials,Consumer Finance,24.255,-161.7,-0.16,-136.0909091,18.71,0,-0.16,0,-6.12244898,-0.917992656,-0.727566694,,0,990
Quality Foils (India) Ltd,QFIL,Materials,Metals - Diversified,24.21619,18.20766165,8.94,4.120326116,28.73,34.7,14.93,5.99,4.660126139,4.739843193,9.880564604,,1.207796728,80.8
Ritesh International Ltd,RITESHIN,Materials,Commodity Chemicals,24.20448626,-302.5560783,0.23,2.183941322,19.3,5.78,1.24,1.01,-0.093536379,-0.413757435,2.784810127,,0.299481865,27.74
Global Longlife Hospital and Research Ltd,GLHRL,Health Care,Hospitals & Diagnostic Centres,24.1605,-10.98204545,-6.12,-29.30592078,25.93,12.74,-5.07,1.05,-2.095238095,-4.876967413,-5.032301938,,0.491322792,23.4
Franklin Leasing and Finance Ltd,FRANKLIN,Financials,Diversified Financials,24.147072,127.0898526,0.89,-363.3253004,37.73,0,1.12,0.23,0.120387267,0.50659912,0.688924218,,0,15.3
Jet Solar Ltd,JETINFRA,Real Estate,Real Estate,24.1248,482.496,-0.29,-6.151095044,5.66,0.44,-0.29,0,0.119274809,0.888099467,1.410934744,,0.077738516,24
Scarnose International Ltd,SCARNOSE,Consumer Discretionary,Textiles,24.11439825,-1.09E+16,-0.6,-3.873644712,9.55,0,-0.6,0,-6.99E-15,-2.25E-14,0.104384134,,0,74
Shree Pacetronix Ltd,SHREEPAC,Health Care,Health Care Equipment & Supplies,24.0943836,7.1709475,-1.42,13.38147937,13.03,4.3,-0.04,1.38,9.334889148,29.60352423,37.29809104,,0.330007675,68.89
Jainex Aamcol Ltd,JAINEX,Industrials,Industrial Machinery,24.0910418,49.16539143,1,5.214123287,6.92,4.18,2.1,1.1,3.245804797,7.357357357,16.06648199,,0.604046243,153.25
Kartik Investments Trust Ltd,KARTKIN,Financials,Diversified Financials,24.0828,-2408.28,-0.05,-93.38095238,4.47,0,-0.05,0,-0.409836066,-0.23557126,-0.190839695,,0,987
TGIF Agribusiness Ltd,TGIF,Consumer Staples,Agro Products,24.077618,35.93674328,0.28,0,2.57,0,0.96,0.68,3.526315789,,26.07003891,,0,88.1
Steel Strips Infrastructures Ltd,STLSTRINF,Real Estate,Real Estate,23.967039,-18.02033008,0.95,45.64454761,2.06,2.04,0.95,0,-1.53881754,-60.31746032,-27.70083102,,0.990291262,26.96
Shahi Shipping Ltd,SHAHISHIP,Industrials,Logistics,23.9165421,9.269977558,3.9,11.83265002,5.87,5.39,3.97,0.07,1.779939584,56.39344262,30.01988072,,0.918228279,16.84
Money Masters Leasing and Finance Ltd,MMLF,Financials,Diversified Financials,23.89098502,48.75711229,0.63,30.9756257,15.36,12.58,0.63,0,0.048813391,3.326544467,2.356665494,,0.819010417,2.27
Tai Industries Ltd,TAIIND,Financials,Consumer Finance,23.88,16.93617021,-5.71,-1.013746866,28.96,1.78,-5.04,0.67,2.35,5.065564936,4.926273458,,0.061464088,42.29
Genesis IBRC India Ltd,GENESIS,Health Care,Biotechnology,23.842,-6.274210526,0,0,5.03,0,0,0,-2.923076923,-54.83405483,-75.54671968,,0,18.34
Relic Technologies Ltd,RELICTEC,Financials,Diversified Financials,23.8330333,-26.7786891,-0.33,-0.735438349,5.09,0.35,0.23,0.56,-2.471741606,-16.10859729,-16.20626151,,0.068762279,67.49
Inducto Steels Ltd,INDCTST,Materials,Metals - Diversified,23.71385036,148.2115648,-1.19,6.008831337,43.21,3.48,-1.09,0.1,0.398282011,0.370971482,8.791714614,,0.080536913,57.55
Rose Merc Ltd,ROSEMER,Industrials,Commodities Trading,23.61275855,118.0637927,-4.75,-117.0715823,18.85,0.07,-4.75,0,0.61089538,1.635322976,0.845219229,,0.003713528,48.27
Swati Projects Ltd,SWATIPRO,Financials,Specialized Finance,23.6037,42.91581818,-0.54,0,12.65,0,-0.42,0.12,0.679012346,4.444444444,5.845181675,,0,22.21
Bacil Pharma Ltd,BACPHAR,Health Care,Pharmaceuticals,23.56,-392.6666667,0,-1532.510823,1.22,0.1,0,0,-0.101867572,-5.172413793,-4.958677686,,0.081967213,40
Ador Multi Products Ltd,ADORMUL,Consumer Staples,FMCG - Personal Products,23.55043669,-5.858317584,-0.54,-37.31871018,5.25,0,-0.54,0,-8.601445599,-57.3875803,-55.0274223,,0,55.42
Asia Pack Ltd,ASIAPAK,Real Estate,Real Estate,23.53369866,63.60459097,-0.39,-178.3419159,33.94,0,-0.39,0,1.229922349,1.393596987,1.288795371,,0,93.5
Libord Finance Ltd,LIBORDFIN,Financials,Diversified Financials,23.4558,123.4515789,0.34,-3.96445426,17.84,0.57,0.34,0,0.121019108,1.137724551,1.356483993,,0.031950673,14.9
NatureWings Holidays Ltd,NHL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",23.450168,21.12627748,-0.38,0,2.66,0.05,1.4,1.78,5.022624434,52.67489712,56.98529412,,0.018796992,77.91
Madhusudan Industries Ltd,MADHUDIN,Real Estate,Real Estate,23.408125,10.08970905,-0.32,-23.35452872,28.28,0,-0.32,0,4.31627907,8.551419093,9.619616473,,0,43.55
Ace Integrated Solutions Ltd,ACEINTEG,Consumer Discretionary,Education Services,23.3376,56.92097561,0.18,0,19.03,0.2,0.36,0.18,0.401960784,2.187833511,2.01758924,,0.010509721,22.36
Ishita Drugs and Industries Ltd,ISHITADR,Health Care,Pharmaceuticals,23.32434,31.09912,2.09,2.813082938,9.92,0,2.12,0.03,2.508109554,7.857517025,10.85427136,,0,77.09
Jayshree Chemicals Ltd,JAYCH,Materials,Commodity Chemicals,23.28520686,-6.633962068,-0.69,-18.54981185,10.43,0.56,-0.69,0,-1.19687148,-26.3315829,-32.60038241,,0.053691275,8
IGC Industries Ltd,IGCIL,Consumer Discretionary,Textiles,23.2624,-59.64717949,-5.18,0,0.71,9.58,-5.18,0,-0.717506029,-43.09392265,-53.42465753,,13.49295775,6.7
ACI Infocom Ltd,ACIIN,Information Technology,IT Services & Consulting,23.203089,290.0386125,4.29,83.45696422,16.9,0,4.29,0,0.007240415,0.474636606,1.065719361,,0,2.1
Swasth Foodtech India Ltd,SWASTH,Consumer Staples,FMCG - Foods,23.1362639,12.05013745,0.29,0,6.24,23.39,0.36,0.07,5.289056584,41.42394822,37.87593985,,3.748397436,37.53
Reliable Ventures India Ltd,RELIABVEN,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",23.1050642,-15.10134915,1.7,24.81665791,31.2,0.64,1.85,0.15,-1.389279845,-4.875717017,-5.526397036,,0.020512821,20.26
WINPRO INDUSTRIES LIMITED,WINPRO,Communication Services,Advertising,23.09124741,-82.46874075,-0.01,0,33.07,0.34,-0.01,0,-0.028010613,-0.843119542,-0.540019286,,0.010281222,2.6
Suvidha Infraestate Corporation Ltd,SICL,Industrials,Construction & Engineering,23.08512,72.141,0.75,0,-2.33,3.57,0.75,0,0.35971223,,-27.27272727,,,25.95
MFL India Ltd,MFLINDIA,Industrials,Logistics,23.058688,-9.411709388,0.46,19.82892139,-1.95,14.88,5.3,4.84,-0.0680004,,-18.9628483,,,0.63
Khoobsurat Ltd,KHOOBSURAT,Financials,Investment Banking & Brokerage,23.04338925,153.622595,-0.32,-19.44317651,25.01,3.46,-0.32,0,0.008830978,0.594530321,0.799360512,,0.138344662,0.48
SI Capital & Financial Services Ltd,SICAPIT,Consumer Discretionary,Tour & Travel Services,23.04,-32.45070423,-4.7,-242.0040276,2.96,6.79,-4.59,0.11,-2.028571429,-22.68370607,-7.282051282,,2.293918919,51.2
Yaan Enterprises Ltd,YAANENT,Consumer Discretionary,Tour & Travel Services,23.0144,46.0288,-0.09,-12.33891245,4.11,0.79,0.79,0.88,1.612903226,12.93661061,14.22924901,,0.192214112,74.24
Frontline corporation Ltd,FRONTCORP,Industrials,Logistics,23,18.85245902,-9.83,-0.084642819,12.5,56.99,-2.36,7.47,2.451029633,10.23489933,8.44738084,,4.5592,44
Rapid Investments Ltd,RAPIDIN,Financials,Diversified Financials,22.93776848,104.262584,0.27,-87.52264957,2.37,0,0.28,0.01,1.538888768,9.691629956,11.39240506,,0,111.9
Neeraj Paper Marketing Ltd,NEERAJ,Materials,Paper Products,22.935,40.23684211,3.58,0.894905597,27.58,25.66,3.59,0.01,0.518181818,2.084476138,9.129451668,,0.930384336,20.85
SSPDL Ltd,SSPDL,Real Estate,Real Estate,22.84598475,-8.044360827,5.07,-0.244805367,3.97,45.77,5.21,0.14,-2.196569793,-52.69016698,-24.75961538,,11.52896725,17.16
IB Infotech Enterprises Ltd,IBINFO,Information Technology,IT Services & Consulting,22.84165904,30.8671068,0.75,-371.5223449,1.75,0,0.76,0.01,5.777995364,51.21107266,56.74157303,0.280347631,0,178.35
Modern Steel Ltd,MDRNSTL,Materials,Iron & Steel,22.81799122,39.34136418,0.47,35.55986008,13.4,0.2,0.47,0,0.421439377,4.42241708,4.3251305,,0.014925373,16.41
Deep Diamond India Ltd,DDIL,Consumer Discretionary,"Precious Metals, Jewellery & Watches",22.7757,54.22785714,-5.43,0,20.42,1.67,-5.43,0,0.087408949,,4.017638413,,0.081782566,4.64
Shoora Designs Ltd,SHOORA,Consumer Discretionary,Textiles,22.77153535,-569.2883838,-1.96,0,3.38,0,-1.93,0.03,-0.310761194,-1.609657948,0.295857988,,0,46.85
Sarup Industries Ltd,SARUPINDUS,Consumer Discretionary,Footwear,22.7668,-13.31391813,-1.22,33.32871713,-7.78,42.98,15.01,16.23,-5.257655885,,1.519560297,,,73.4
Paragon Finance Ltd,PARAGONF,Financials,Consumer Finance,22.75875,26.15948276,-5.42,66.1531835,29.76,0.71,-5.42,0,2.047058824,3.082919915,3.404669261,,0.023857527,52.68
Cyber Media (India) Ltd,CYBERMEDIA,Communication Services,Publishing,22.74883538,16.24916813,-1.36,-3.058830549,4.03,10.4,-0.6,0.76,0.893584206,53.13092979,45.12471655,,2.580645161,13.83
IEC Education Ltd,IECEDU,Consumer Discretionary,Education Services,22.7374,-36.67322581,-0.67,0,30.44,1.68,-0.67,0,-0.406290957,-2.015932369,-2.070325337,,0.055190539,15.19
Daulat Securities Ltd,DAULAT,Financials,Investment Banking & Brokerage,22.735,6.495714286,2.49,0,20.97,0,2.64,0.15,7,18.8628402,21.82835821,,0,42
Best Eastern Hotels Ltd,BESTEAST,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",22.69695,162.1210714,-0.02,12.00611705,3.52,1.2,0.38,0.4,0.083086053,4.052098408,11.55778894,,0.340909091,14.04
Suncare Traders Ltd,SCTL,Industrials,Commodities Trading,22.695,56.7375,6.28,-13.81425814,39.7,5.55,6.28,0,0.018897787,1.297016861,5.535950596,,0.139798489,0.9
Ashiana Ispat Ltd,ASHIS,Materials,Iron & Steel,22.6518912,15.4094498,-1.89,0.91326423,38.69,101.33,-1.6,0.29,1.845620731,3.877093499,17.47542023,,2.619023003,28.25
Sovereign Diamonds Ltd,SOVERDIA,Consumer Discretionary,"Precious Metals, Jewellery & Watches",22.63108782,16.5190422,0.84,7.250956819,16.88,11.53,1.4,0.56,2.366965319,8.454180808,17.56835369,,0.683056872,40.64
Chennai Meenakshi Multispeciality Hospital Ltd,CMMHOSP,Health Care,Hospitals & Diagnostic Centres,22.54120056,-51.23000127,-0.12,10.64616105,-0.33,11.42,2.09,2.21,-0.58910793,,8.326463314,,,31.66
A G Universal Ltd,AGUL,Materials,Iron & Steel,22.4844,11.64994819,-10.87,0,17.42,15.47,-2.36,8.51,4.057178894,24.68085106,13.61517976,,0.888059701,41
Mihika Industries Ltd,MIHIKA,Industrials,Commodities Trading,22.48,132.2352941,-0.86,-18.44652404,21.83,0.01,-0.86,0,0.17,0.781968721,0.86996337,,0.000458085,22.39
Polo Hotels Ltd,POLOHOT,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",22.39662725,-25.74324972,3.82,3324.753452,62.25,77.02,3.82,0,-0.388839797,-1.387781145,-1.165371809,,1.237269076,10.01
MSR India Ltd,MSRINDIA,Consumer Staples,FMCG - Foods,22.25952,-4.515115619,-3.16,7.192470129,14.51,7.73,-3.16,0,-0.784033079,-35.10145959,5.485611511,,0.532736044,3.08
Utique Enterprises Ltd,UTIQUE,Industrials,Commodities Trading,22.25148785,76.72926845,-2.12,-21.97862637,69.74,1.18,-2.11,0.01,0.052089768,0.419833514,1.710730949,,0.016919989,4.14
Orosil Smiths India Ltd,OROSMITHS,Consumer Discretionary,"Precious Metals, Jewellery & Watches",22.185,-52.82142857,-0.07,0.050082584,1.62,0.12,-0.06,0.01,-0.101655533,-23.01369863,-22.85714286,,0.074074074,4.01
Soni Medicare Ltd,SML,Health Care,Hospitals & Diagnostic Centres,22.1476257,-13.18311054,0.12,2.342673296,1.61,9.77,0.39,0.27,-3.939131046,-68.57142857,-6.69527897,,6.068322981,54.52
Shricon Industries Ltd,SHRICON,Real Estate,Real Estate,22.1154,25.42,-0.06,-6.248799794,4.33,0.01,-0.05,0.01,7.016129032,22.33632863,20.96774194,,0.002309469,187.25
Bikewo Green Tech Ltd,BIKEWO,Consumer Discretionary,Four Wheelers,22.10830875,13.23850823,-6.92,0,16.77,7.53,-4.46,2.46,2.342544536,13.91666667,14.62472406,,0.4490161,16.7
Excellent Wires and Packaging Ltd,EXCELLENT,Industrials,Electrical Components & Equipments,22.0818,26.60457831,-1.91,0,3.97,2.24,0.01,1.92,5.608108108,40.09661836,34.82587065,,0.564231738,49.25
Zenlabs Ethica Ltd,ZENLABS,Health Care,Pharmaceuticals,22.02989076,51.23230409,-9.08,-5.548108209,10.12,14.86,-9.06,0.02,0.660520751,4.339051463,10.73318216,,1.468379447,33.84
RTCL Ltd,RAGHUTOB,Real Estate,Real Estate,21.99814461,10.52542804,-1.15,-40.27802392,42.39,2.17,-1.14,0.01,1.74152154,5.056247732,6.72541744,,0.051191319,18.29
Shubhlaxmi Jewel Art Ltd,SHUBHLAXMI,Consumer Discretionary,"Precious Metals, Jewellery & Watches",21.95028,17.99203279,-6.35,-0.066996974,21.67,10.55,-6.12,0.23,1.25721352,6.065125528,11.83993399,,0.486848177,20.75
Mindpool Technologies Ltd,MINDPOOL,Information Technology,Outsourced services,21.8866875,115.1930921,1.91,-7.928073777,18.08,0,1.95,0.04,0.448377581,1.05879075,2.82079646,,0,51.65
Sanblue Corporation Ltd,SANBLUE,Industrials,Commodities Trading,21.88313978,87.5325591,-0.52,-73.44763912,56.46,0,-0.52,0,0.500042504,0.514138817,0.524367674,,0,44
Tirupati Tyres Ltd,TTIL,Consumer Discretionary,Tires & Rubber,21.8769325,243.0770278,0.02,0,54,0,0.02,0,0.036819604,0.166805671,0.222222222,,0,8.78
Kallam Textiles Ltd,KALLAM,Consumer Discretionary,Textiles,21.86357267,-0.583807014,22.93,8.62871707,163.19,316.64,24.02,1.09,-7.091384485,-20.62622201,-8.416083347,,1.94031497,4.01
Muller and Phipps (India) Ltd,MULLER,Consumer Staples,FMCG - Personal Products,21.85,29.93150685,0.7,12.93599257,-1.29,0.77,0.72,0.02,11.68,,30.859375,,,339.05
Piotex Industries Ltd,PIOTEX,Consumer Discretionary,Textiles,21.8280972,7.251859535,-2.44,0,9.38,4.46,-2.44,0,9.968537837,43.68650218,33.2037325,,0.475479744,40.64
Howard Hotels Ltd,HOWARHO,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",21.826114,22.73553542,-1.45,1.876865363,11.03,5.06,2.23,3.68,1.053417021,9.099526066,9.085328422,,0.458748867,23.9
Indo Cotspin Ltd,ICL,Consumer Discretionary,Textiles,21.7510291,362.5171517,-0.17,-2.284970306,6.85,0.05,0.24,0.41,0.084024105,0.880410858,1,,0.00729927,29.7
Pentokey Organy (India) Ltd,PNTKYOR,Industrials,Commodities Trading,21.69075108,24.9318978,0.55,15.20696018,9.26,0,0.55,0,1.386978251,9.863945578,9.492988134,,0,32.54
Ishan International Ltd,ISHAN,Industrials,Industrial Machinery,21.623529,36.65004915,0.01,-4.06320336,23.7,6.03,0.44,0.43,0.027283729,2.483164983,5.863323898,,0.25443038,1.05
Gujarat Raffia Industries Ltd,GUJRAFFIA,Materials,Packaging,21.563955,40.68670755,4.95,8.577310668,20.65,3.52,5.02,0.07,0.980664261,2.600588813,4.993429698,,0.170460048,40.21
Sarda Proteins Ltd,SRDAPRT,Consumer Staples,Packaged Foods & Meats,21.5306025,1076.530125,-0.23,-4.221525652,2.37,0,-0.23,0,0.060918035,0.847457627,0.826446281,,0,124.75
Brisk Technovision Ltd,BRISK,Information Technology,IT Services & Consulting,21.53,10.765,0.96,0,6.79,0,0.96,0,10,34.54231434,39.76435935,,0,107
Adinath Exim Resources Ltd,ADIEXRE,Financials,Consumer Finance,21.489195,38.3735625,0.49,-145.179143,19.48,0,0.49,0,1.296566414,4.064554692,3.634577603,,0,45
SP Refractories Ltd,SPRL,Materials,Cement,21.474,13.85419355,0.44,2.150328541,10.5,4.68,1.59,1.15,8.661637329,15.94650206,20.42586751,,0.445714286,120
Bloom Industries Ltd,BLOIN,Materials,Iron & Steel,21.43392,37.60336842,0.97,-1.215796,9.22,7.1,0.97,0,0.425363611,6.379406827,9.564085882,,0.770065076,31.57
Esaar (India) Ltd,ESARIND,Financials,Diversified Financials,21.42374,-43.72191837,71.7,-7.645104992,33.11,41.98,71.7,0,-0.23969671,-1.260936696,1.092022906,,1.267894896,10.68
G K Consultants Ltd,GKCONS,Financials,Diversified Financials,21.379302,152.7093,0.76,20.98461057,6.95,0,0.76,0,0.26356414,2.034883721,2.73381295,,0,18.53
Uniroyal Industries Ltd,UNIROYAL,Consumer Discretionary,Textiles,21.35810376,24.83500437,-0.18,2.896303963,19.38,22.03,1.57,1.75,1.040064242,4.540654699,10.64456722,,1.136738906,26
GSB Finance Ltd,GSBFIN,Financials,Investment Banking & Brokerage,21.354,16.81417323,6.47,14.29443174,13.66,0,6.47,0,2.116666667,9.86407767,11.79487179,,0,34.88
Shiva Granito Export Ltd,SHIVAEXPO,Industrials,Building Products - Granite,21.34230575,25.40750685,0.07,8.932671955,15.03,5.36,0.07,0,0.635638912,7.756232687,8.413871518,,0.356620093,16.15
Caprolactam Chemicals Ltd,CAPRO,Materials,Specialty Chemicals,21.298,112.0947368,0.17,41.98171058,5.55,5.86,1.82,1.65,0.413043478,3.489439853,10.57692308,,1.055855856,48.61
Paramount Cosmetics (India) Ltd,PARMCOS-B,Consumer Staples,FMCG - Personal Products,21.27461,709.1536667,-0.26,9.114748257,20.32,12.21,-0.24,0.02,0.061791967,0.147965475,6.618962433,,0.600885827,41.5
Mansi Finance (Chennai) Ltd,MANSIFIN,Financials,Specialized Finance,21.2094,10.24608696,0.72,20.54001974,34.59,32.21,0.75,0.03,5.855894085,6.168976308,4.131118096,,0.931193987,59
Karnavati Finance Ltd,KARNAVATI,Financials,Consumer Finance,21.2055,-12.69790419,-2.79,78.49726504,11.91,15.55,-2.79,0,-1.661691542,-13.10317772,-5.802423797,,1.305625525,2.07
Radaan Media Works India Ltd,RADAAN,Communication Services,Movies & TV Serials,21.1230006,-45.91956652,2.22,-6.154281339,-11.75,33.89,3.22,1,-0.084931115,,14.71935853,,,3.84
Ajwa Fun World and Resort Ltd,AJWAFUN,Consumer Discretionary,Theme Parks & Gaming,21.09339,210.9339,-0.23,89.69829913,-2.19,5.42,0.02,0.25,0.156494523,,-13.57466063,,,33.01
Kotia Enterprises Ltd,KEL,Industrials,Industrial Machinery,21.0615,-9.87E+16,-0.17,-424.196392,9.54,0,-0.17,0,-3.04E-16,-2.23E-15,-2.23E-15,,0,28.5
Tradewell Holdings Ltd,TRADEWELL,Financials,Investment Banking & Brokerage,21.060844,8.52665749,-15.42,118.8874585,6.4,2.76,-8.01,7.41,8.221275463,47.82187803,33.62350381,,0.43125,66.65
Octavius Plantations Ltd,OCTAVIUSPL,Consumer Staples,Agro Products,21,11.86440678,-1.36,2.304179559,18.15,1.93,-1.36,0,5.9,10.25195482,11.53212521,,0.106336088,70
Phaarmasia Ltd,PHRMASI,Health Care,Pharmaceuticals,20.9246324,-40.23967769,0.08,0.700571068,10.3,0.14,0.11,0.03,-0.76168379,-4.926575083,-4.843304843,,0.013592233,30.1
H S India Ltd,HOTLSILV,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",20.8825824,15.58401672,2.82,11.64141119,30.61,19.19,3.07,0.25,0.825204454,4.472630174,7.619257951,,0.626919307,12.41
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,Consumer Discretionary,"Precious Metals, Jewellery & Watches",20.845188,-0.637272638,-0.14,21.17157829,31.7,6.14,-0.14,0,-11.09415276,-68.40949493,-101.9344774,,0.193690852,6.79
Mandeep Auto Industries Ltd,MANDEEP,Consumer Discretionary,Auto Parts,20.83085641,9.779744793,-13.63,0,8.7,7.88,-10.88,2.75,3.24206144,,28.47432024,,0.905747126,19.35
